job title,Experience Needed,Location,Posted date,Salary,Company,Job type,Description,Requirements,Job link
Quality Control Analyst,2 To 3 Years,"6th of October, Giza, Egypt",25 days ago,3000 To 3500 EGP Per Month,Red Sea Pipes,Full Time,"Proceed an examination of the product before analysis.
Analyze and test Raw and Packaging materials, RM re-testing and intermediates as well as finished products according to approved protocols and specifications.
Operate & Calibrate departmental section equipment and instruments according to approved SOP's e.g. HPLC, GC, UV/Vis, IR and Atomic Absorption Spectrophotometer, balances and other analytical equipment.
Implement and maintain GMP, GLP and ISO requirements relevant to his/ her job.
Responsible for keeping the retained samples of materials and products and their disposal, according to the approved SOP's.
Prepare, standardize and maintain availability of reference standard, volumetric solutions, glassware, and reagents and ensure their good handling and storage according to the approved SOP's.
Perform environmental analysis cleaning validation analysis, water analysis and other monitoring lab tests under the supervision of the section head.
Ensure that EHS requirements are fulfilled during work.
Out of Specification handling: Contribution in investigation using root cause analysis.
CAPA management: Set corrective actions and preventives action plans for L1 audit points and required action for improvement and follow up for progress.
Change control system: Contribution in implementation of change control system for any process or equipment.
Apply the GSK production system “GPS” basic elements in the analytical lab to reach zero accident, zero waste & zero defect.
Additional non-routine tasks related to section or individual’s development plan may be assigned.
Ensure that the data integrity requirements are fulfilled during work.
Handle of supplier complains.","Bachelor's  degree
Working knowledge of tools, methods, and concepts 
Solid knowledge of relevant regulatory standards.
Good communication skills, both verbal and written.
Excellent data collection and analysis skills.
Strong attention to detail.",https://wuzzuf.net/jobs/p/GA8DZu77tvmn-Quality-Control-Analyst-Red-Sea-Pipes-Giza-Egypt?o=42&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Business / System Analyst,4 To 6 Years,"New Cairo, Cairo, Egypt",27 days ago,Confidential,QARA,Full Time,"We are seeking a skilled systems analyst to improve our organization's software applications. You will be responsible for analyzing our current systems to find any flaws or inefficiencies, and planning solutions to resolve all issues and ensure long-term effectiveness.
To be successful in this role, you should have an in-depth knowledge of available system analysis, and an analytical mind capable of solving complex problems. Top systems analysts will also have strong communication skills, with an ability to explain solutions clearly.
Main Duties: 
Deploy, maintain, and troubleshoot core business applications, including application servers, endpoints, and databases.
Meet and coordinate with internal and external stakeholders to establish project scope, system goals, and requirements.
Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow.
Translate non-technical requirements into clear, highly technical specifications.
Manage the set-up and configuration of systems.
Define and coordinate the execution of testing procedures, and develop test cases to serve the overall quality assurance process.
Provide documentation of all processes and training as needed.
Develop and implement maintenance procedures, monitor systems health, gather system statistics, and troubleshoot reported errors and alarms.
Perform design, implementation, and upgrades of information systems to meet the business and user needs.
Implement best practices for scalability, supportability, ease of maintenance, and system performance.
 ","Bachelor's degree in computer science or information technology, or equivalent experience.
4-6 years’ experience working with information technologies and systems analysis.
Strong software, analytical skills, and database architect skills (SQL, NOSQL).
Proven ability to assess business needs and translate them into relevant technical solutions.
Strong understanding and knowledge of the principles and practices associated with database maintenance and administration.
Experience installing, configuring, documenting, testing, training, and implementing new applications and systems.
Working knowledge of a wide variety of programming languages.
Excellent analytical skills.
Excellent technical documentation creating skills.",https://wuzzuf.net/jobs/p/0KJgsJVNQn0J-Business-System-Analyst-QARA-Cairo-Egypt?o=43&l=sp&t=sj&a=Data Analyst|search-v3|navbg
RTM Analyst,1 To 3 Years,"6th of October, Giza, Egypt",27 days ago,Confidential,Lucky,Full Time,"Monitor agent schedule adherence using real-time adherence software and call out non-adherent events to Customer Experience Team.
Coordinate with Scheduling Analyst to ensure continuity of coverage and distribution of up-to-the-minute statistical data about the day.
Work closely with Customer Experience Team’s management to assist them in enforcing schedule adherence and call time threshold guidelines.
Inform Customer Experience Team’s management so decisions can be made regarding OT and off-queue activities with up-to-the-minute daily statistics.
Provide historical reporting compilation as required by the Customer Experience Team’s management.
Manage shifts swaps between agents according to requests received.
Provide attendance reports to the HR team to run the payroll operations on timely manner.","1-3 years of experience as an RTM Specialist.
Bachelor's degree in business administration or related fields
Flexibility with rotational shifts and rotational working hours.
Strong Analytical Skills are required to critically assess situations and make decisions in real-time
Very good command of English language.
Professional Multi-tasker.
Proficiency in using CRM systems and Microsoft Office.
Excellent problem-solving and decision-making skills.",https://wuzzuf.net/jobs/p/BjXNxg0N8eBl-RTM-Analyst-Lucky-Giza-Egypt?o=44&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Fundamental Data Analyst,0 To 1 Year,"Nasr City, Cairo, Egypt",2 months ago,Confidential,Mubasher,Full Time,"Collecting Private Companies required data/information from approved sources within the assigned countries of coverage
Contributing & Linking Individuals/People data/information 
Follow up all data sources to update required financial data","University degree (Commerce, Economics & Political Science)
Basic Foundation Knowledge about Companies & their structure (Core Concepts)
Basic Foundation Knowledge about Financial Markets (Core Concepts
Objective & Target Driven Personality
Problem Solving Mindset
Ability to effectively learn & apply new skills & capabilities
Excellent internet user
Good command of MS Office suite (Word & Excel)",https://wuzzuf.net/jobs/p/VjgUaYrBDBn4-Fundamental-Data-Analyst-Mubasher-Cairo-Egypt?o=45&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Investment Analyst,3 To 10 Years,"Cairo, Egypt",13 hours ago,Confidential,Alliance Capital,Freelance / Project,"An investment analyst is required to evaluate and research trends and opportunities for our clients. In this role, you will perform research, valuations, and appraisals of the business financials and interact with other team members to deliver quality investment packages to our clients and business including Project Teasers, valuation models and Investment Memo.
To ensure success as an investment analyst you should have a keen eye for detail, and be proactive in finding investment opportunities. A top-notch investment analyst performs well under pressure, possesses creative and analytical abilities, and can adapt their thinking to quickly evolving scenarios.
Roles and Responsibilities: 
Assessing business and asset valuations.
Calculating risks and opportunities for potential and current clients.
Producing complex financial models for integration into decision-making processes.
Compiling financial data into reports for other team members and stakeholders.
Working within a dynamic team environment.","Investment Analyst Requirements:
A bachelor's degree in finance, investment banking, or accounting.
At least 3 years experience in a similar role.
Strong mathematical and numerical skills.
Proficiency in data collection and analysis.
Excellent research and writing abilities.
A flair for statistics and data manipulation.
Confident presentation abilities.
Thorough understanding of financial analysis and investment strategy.
Interpersonal skills and the ability to work under pressure.
A team player who can work independently
MS Office professional level is a MUST (especially PowerPoint)  ",https://wuzzuf.net/jobs/p/hKlgRVwhsnVD-Investment-Analyst-Alliance-Capital-Cairo-Egypt?o=46&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Senior Software Business Analyst / ERP,5 To 10 Years,"Nasr City, Cairo, Egypt",6 days ago,Confidential,Our Education,Work From Home,"Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team.
Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements.
Develop a high-quality SRS document.
Proficiency in splitting the requirements into epics, features and user stories.
Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements.
Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements.
Translate complex business, functional and technical requirements into detailed work tasks.
Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle.
Monitoring deliverables and ensuring timely completion of projects.
Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous.
Gather Solution Requirements, Prepare business requirements document and Writing User Stories.
Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements.
Develop requirements specification document using UML Technology.
Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders.
Uncover the underlying business issues that need to be addressed and discover any information related to the project.
Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards
Possess a fundamental understanding of end-to-end customer experience integration and dependencies.
Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners.
Collaborate with stakeholders during the visioning and concept development of a product.
Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy.
Ensures integrity of the project
Develop, recommend and monitor corrective and preventive actions
Work with the technical team to develop business and technical requirements
Collaborate with the solution architect to refine the business design along technical constraints.
Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle.","5-10 years of experience in an agile environment
+3 years of experience in ERP/HIMS is a plus
Solid experience project management tools
Ability to understand and write technical documentation including scope of work
Maintains and retains project data and materials as required
Ability to transform business requirements to technical requirements after business analysis
Ability to achieve a results-driven structure
Ability to create flowcharts and use cases
Critical thinking, committed and innovative
Sponsor innovation in teamwork
Familiar with big data analysis is a plus
Project management is a plus
Familiar with security policies and procedures is a plus
Knowledge of systems UX and R&D",https://wuzzuf.net/jobs/p/eAJ6baNc4FeV-Senior-Software-Business-Analyst-ERP-Our-Education-Cairo-Egypt?o=47&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Research Analyst,4 To 8 Years,"Abbassia, Cairo, Egypt",6 days ago,Confidential,Confidential,Full Time,"Conduct market data & features validation projects upon request and provide written feedback within pre agreed timeframe.
Work on all analytical projects related to market data from beginning to end, including developing analytical plan, running analysis & summarizing results.
Work on Early Warning System (EWS) for risk reduction through collecting market data and undertaking risk assessments of predefined hazards, defines parameters to be monitored.
Review & correlate forecasting model with market data & segmentations based on historical data & run frequent comparisons between actual data vs. forecasted data.
Report findings in a business-oriented way to answer business objectives with effective and actionable recommendation and way forward.
Conduct regular data coverage studies of market data to ensure trends are accurate","Bachelor's degree in a relevant field.
4-8 years of experience.
Strong use of Quantitative research.  
Experience in analyzing data, drawing conclusions, and making recommendations.
Strong Data analysis skills.
Strong understanding of statistical terms.
Strong analytical and problem-solving skills.
Ability to effectively communicate and present data and information.
Excellent written and verbal communication skills.
Excellent command of English.
High level of accuracy and attention to details.",https://wuzzuf.net/jobs/p/FRBqYE6LL0Rk-Research-Analyst-Cairo-Egypt?o=48&l=sp&t=sj&a=Data Analyst|search-v3|navbg
OAS Analyst (Office Of Academic Studies Analyst),0 To 3 Years,"Sheikh Zayed, Giza, Egypt",1 month ago,Confidential,Nile University,Full Time,"Provide specifications for development of academic databases and websites
Testing, verification of various solutions provided by OIS
Design of end user reports based on academic systems, including the LMS and SIS and other suitable systems.
Assure that OIS activities cover various academic activities, (e.g. distance learning, students satisfaction, innovation and community services)
Close follow up with OIS team for improving websites and databases
Mapping OIS goals to various academic units, including academic programs and students’ affairs unit.
Communicate with peers to exchange data towards achieving OIS unit goals
Perform assigned institutional studies activities (data analysis, interpretation, and reporting)
Writing and submitting reports, papers and thesis","Education, Professional Knowledge & Experience  
Bachelor’s degree in educational pedagogy. This includes specific education and other equivalent certificates. “Educational Technology” major is preferred but not mandatory.
Minimum cumulative grade “Very Good”. 
0-3 years related experience or academic experience
Behavioral and Leadership Profile 
Good problem analysis, assessment, and communication skills.
Judgment, problem solving and decision-making skills.
Excellent planning, task organization and time management
Ability to work effectively in a team.
Language Skills:
Very good command of written and spoken Arabic and English Languages
Computer Skills:
Microsoft Office Applications, especially Word, Excel & Powerpoint",https://wuzzuf.net/jobs/p/DvUadO3vR8iF-OAS-Analyst-Office-Of-Academic-Studies-Analyst-Nile-University-Giza-Egypt?o=49&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Senior Data Analytics Specialist,More Than 5 Years,"Dammam, Saudi Arabia",2 months ago,10000 To 20000 SAR Per Month,Confidential,Full Time,"Required Skills: 
Degree with 5+ years of professional experience working in building DataWarehouse Applications 
5+ years of development experience with a minimum of 4 years in Data Warehousing and Business Intelligence 
5+ years of strong experience in Analysis, Design, Development, Testing and deployment of ETL jobs 
4+ years of experience with Microsoft SQL server, Analysis Services(Cubes), Integration Services & reporting services experience 
3+ years of strong experience using Teradata. 
3+ years of experience with UNIX shell scripting(Ksh/Csh) 
Experience in complete life cycle implementation of an Enterprise Data Warehouse 
Good understanding of Ralph Kimball Data Warehouse methodologies and knowledge on the various data design models like Star schema and Snowflake models 
Exceptional analytical and problem solving skills. Team player with the ability to communicate effectively at all levels of development process 
2+ years of experience in Production Support and code migration from different environments to Production","Required Skills: 
Degree with 5+ years of professional experience working in building DataWarehouse Applications 
5+ years of development experience with a minimum of 4 years in Data Warehousing and Business Intelligence 
5+ years of strong experience in Analysis, Design, Development, Testing and deployment of ETL jobs 
4+ years of experience with Microsoft SQL server, Analysis Services(Cubes), Integration Services & reporting services experience 
3+ years of strong experience using Teradata. 
3+ years of experience with UNIX shell scripting(Ksh/Csh) 
Experience in complete life cycle implementation of an Enterprise Data Warehouse 
Good understanding of Ralph Kimball Data Warehouse methodologies and knowledge on the various data design models like Star schema and Snowflake models 
Exceptional analytical and problem solving skills. Team player with the ability to communicate effectively at all levels of development process 
2+ years of experience in Production Support and code migration from different environments to Production",https://wuzzuf.net/jobs/p/lxgMiIHLJFf3-Senior-Data-Analytics-Specialist-Dammam-Saudi-Arabia?o=50&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Data Scientist,More Than 3 Years,"Nasr City, Cairo, Egypt",2 months ago,Confidential,BlinkApp,Full Time,"Selecting features, building and optimizing models using machine learning techniques 
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance","Bachelor or Master’s Degree with an emphasis on Computer Science or Engineering
At least three years’ experience in data science projects
Excellent understanding of machine learning techniques and algorithms, such as Gradient boosting, Naive Bayes, RNNs, CNNs, k-NN, SVM, Random Forests, etc.
Experience with common data science toolkits, such as (NumPy, Matplotlib, pandas, Tensorflow/Pytorch, sklearn,seaborn, …etc.)
 Experience with NLP.
 Experience with Dataiku data science studio.
 Great communication skills 
Experience with data visualization tools, such as D3.js, Tableau, etc. 
Proficiency in using query languages such as SQL, Hive, Impala 
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality",https://wuzzuf.net/jobs/p/MXunj0kftZ1D-Data-Scientist-BlinkApp-Cairo-Egypt?o=51&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Data Engineer (Informatica PowerCenter),More Than 4 Years,"Cairo, Egypt",1 month ago,Confidential,Ejada (Cairo),Full Time,"Informatica PowerCenter Administration/Configuration.
Ability to write Shell scripts/Commands.
Ability to write complex SQL queries.
Has a banking background is a must.
 ",4 Years min experience in Informatica PowerCenter is a must.,https://wuzzuf.net/jobs/p/WkuS4Gn2evoP-Data-Engineer-Informatica-PowerCenter-Ejada-Cairo-Cairo-Egypt?o=52&l=sp&t=sj&a=Data Analyst|search-v3|navbg
SOC Tier 2 Analyst,2 To 4 Years,"New Cairo, Cairo, Egypt",1 month ago,Confidential,Masria Digital Payment (MDP),Full Time,"Monitor level 1 analyst performance by investigating incoming events using SOC-available tools.
Ensure level 1 event(s) are addressed in a timely manner using available reporting and metrics.
Approve and, if necessary, further investigate level 1-escalated events.
Mentor level 1 analysts to improve detection capability within the SOC.
Manage SOC event and information intake to include gathering intelligence reports, monitoring ticket queues, investigating reported incidents, and interacting with other security and network groups as necessary.
Serve as detection authority for initial incident declaration.
Function as shift subject-matter experts (SMEs) on incident detection and analysis techniques, providing guidance to junior analysts and making recommendations to organizational managers.
Drive and monitor shift-related metrics processes ensuring applicable reporting is gathered and disseminated per SOC requirements.
Conduct security research and intelligence gathering on emerging threats and exploits.
Serve as a backup analyst for any potential coverage gaps to ensure business continuity","Security skills (CEH).
Strong understanding of basic computer science: Algorithms, data structures, databases, operating systems, networks, and tool development (not production quality software, but tools that can help you do stuff).
Strong understanding of IT operations: Help desk, Network Technologies (Firewall, IPS, WAF, etc.), endpoint management and server management.
Strong ability to communicate: write clearly and speak authoritatively to different kinds of audiences (business leaders and techies).
Strong understanding of adversary Motivations: cybercrime, cyber hacktivism, cyberwar, cyber espionage and the difference between cyber propaganda and cyber terrorism.
Strong understanding of security operations concepts: Perimeter defense, data loss protection, insider threat, kill chain analysis, risk assessment, and security metrics.",https://wuzzuf.net/jobs/p/Vs6dDLPVrZkP-SOC-Tier-2-Analyst-Masria-Digital-Payment-MDP-Cairo-Egypt?o=53&l=sp&t=sj&a=Data Analyst|search-v3|navbg
E-Commerce Market Analyst,2 To 3 Years,"Nasr City, Cairo, Egypt",2 months ago,Confidential,Dealtio,Full Time,"Determining the company's e-commerce goals and KPIs.
Identifying key areas for improvements, such as audience, acquisition, behavior, and conversions.
Monitoring and analyzing e-commerce metrics and figures.
Transforming e-commerce data into operational insights.
Researching competitors, alternative markets, and opportunities in the e-commerce space.
Brainstorming ideas to enhance and transform the company's e-commerce approach.
Developing e-commerce solutions in conjunction with marketing and IT personnel.
Implementing broad e-commerce strategies to assist our business development goals.
Reporting and acting on changes and market trends.
Advising various business stakeholders on e-commerce related matters.
Strictly commit to all HR policies, attendance // adherence 
Build an outstanding service experience through a good understanding.","Bachelor’s degree / or equivalent combination of education, training, and experience in marketing or any relevant field.
Experience 2-3 Years in E-Commerce
Clear understanding and working knowledge of Analysis
Strong attention to detail
Strong PC skills including proficiency in Microsoft Office and Google Docs.
Must be able to work under pressure and meet deadlines while maintaining a positive attitude.
Ability to motivate, lead, and work with teams
Ability to work independently and to carry out assignments to completion within parameters of instructions given prescribed routines, and standard accepted practices",https://wuzzuf.net/jobs/p/S4vSqe8R0bdY-E-Commerce-Market-Analyst-Dealtio-Cairo-Egypt?o=54&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Market Research Analyst,More Than 3 Years,"Katameya, Cairo, Egypt",1 month ago,Confidential,HomeStop,Full Time,"We are looking for a Marketing Research Analyst who will be responsible to perform researches and provide insights on markets, industry trends, opportunities, competitors, campaign results, and both potential and existing customers.
Perform primary and secondary market researches.
Provide market and customer insights to address key strategic questions.
Analyze external and internal customer database, product lines and projects databases using (Access/Excel) models and visual BI reports.
Act as the voice of customer and be the knowledge owner for customer and market data.
Measure market size, market share, customer satisfaction levels, and products forecast.
Monitor competitor activities and report on their strengths and weaknesses in the market.
Possess adequate knowledge of data collection and analysis methods (questionnaires, opinion polls, focus groups, online and field surveys).
Conduct research to identify the customer needs, feedbacks, expectations, and pain points and help us in building the SWOT analysis matrix.
Determine brand perceptions and reputations in customer-minds.
Identify and offer insights about product potentials, new customers and export markets.
Comfortably working with CRM programs and projects databases.
Present quarterly reports on market and customer insights to the Marketing Manager.

   
  ","Proven market research analysis experience
Research Skills",https://wuzzuf.net/jobs/p/bZPYBneAQruU-Market-Research-Analyst-HomeStop-Cairo-Egypt?o=55&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Business Analyst,4 To 6 Years,"Dokki, Giza, Egypt",2 months ago,Confidential,Kick Start Interactive,Freelance / Project," Reviewing, analyzing and evaluating businessystems and user needs. 
Determining operational obectives by studying business functions; gathering information; evaluating output requirements and formats.
 Constructing workflow charts and diagrams; study system capabilities; write specifications.
Improve systems by studying current practices; designing modifications.
 Identifying problems and writing improved procedures.
 Maintaining user confidence and protect operations.
 Preparing technical reports by collecting, analyzing, and summarizing information and trends.
 Interpret, evaluating and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making.
 Performing daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports.
  Communicating the functional and operational impact of any changes.
Suggesting changes to senior management using analytics to support your recommendations. 
Actively participate in the implementation of approved changes.
 Creating informative, actionable, and repeatable reporting that highlights relevant business trends and opportunities for improvement.
 Conducting insightful, ad hoc analyses to investigate ongoing or one-time operational issues.
 Building cross-functional partnerships, internally and externally.
 Maintaining a competitive market knowledge."," Strong written, verbal, and collaboration skills.
 +4 years of experience as a "" Business Analyst""
 Strong microsoft office & SQL experience is preferred.
 Detail-oriented, analytical, and inquisitive.
 Experience in implementing and enhancing - - ERP systems mainly CRM is a huge plus.
 Organizing skills with strong time-management skills.
 Very good in English (IS A MUST).",https://wuzzuf.net/jobs/p/MbJUMrYfJMCa-Business-Analyst-Kick-Start-Interactive-Giza-Egypt?o=56&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Senior Software Business Analyst / ERP,5 To 10 Years,"Maadi, Cairo, Egypt",2 months ago,Confidential,Confidential,Full Time,"Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team.
Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements.
Develop a high-quality SRS document.
Proficiency in splitting the requirements into epics, features and user stories.
Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements.
Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements.
Translate complex business, functional and technical requirements into detailed work tasks.
Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle.
Monitoring deliverables and ensuring timely completion of projects.
Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous.
Gather Solution Requirements, Prepare business requirements document and Writing User Stories.
Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements.
Develop requirements specification document using UML Technology.
Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders.
Uncover the underlying business issues that need to be addressed and discover any information related to the project.
Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards
Possess a fundamental understanding of end-to-end customer experience integration and dependencies.
Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners.
Collaborate with stakeholders during the visioning and concept development of a product.
Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy.
Ensures integrity of the project
Develop, recommend and monitor corrective and preventive actions
Work with the technical team to develop business and technical requirements
Collaborate with the solution architect to refine the business design along technical constraints.
Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle.

 ","5-10 years of experience in agile environment
+3 years of experience in ERP/HIMS is a plus
Solid experience project management tools
Ability to understand and write technical documentation including scope of work
Maintains and retains project data and materials as required
Ability to transform business requirements to technical requirements after business analysis
Ability to achieve a results-driven structure
Ability to create flowcharts and uses cases
Critical thinking, committed and innovative
Sponsor innovation in the teamwork
Familiar with big data analysis is a plus
Project management is a plus
Familiar with security policies and procedures is a plus
Knowledge of systems UX and R&D
Character of interest:
Strategic Planning and thinking
Analytical Attitude
Problem Solving
Positive attitude

 ",https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=57&l=sp&t=sj&a=Data Analyst|search-v3|navbg
Sr. Research Analyst (Secondary Research Experience Is A MUST) -Switzerland Based Multinational,3 To 8 Years,"Maadi, Cairo, Egypt",2 months ago,"Confidential, Best In The Industry",Evalueserve,Full Time,"Engage with client stakeholders to understand unstructured project requirements and scope requirements
Analyzing and preparing presentations from research data 
Conduct basic financial and business analysis specific to Middle East companies 
Active participation & contribution in team discussions on project specific areas 
Managing range of projects across sectors 
Managing client communication
Preparation of company profiles, industry reports, cross industry custom ad-hoc requests
Data collection through secondary research and primary research in Arabic and English","An analytical frame of mind with ability to think through. 
A learning attitude would be must.
Ability to ensure that tasks within areas of responsibility are completed in a timely manner. 
Good communication, listening, and writing skills in Arabic and English
Awareness of current events in the industry and ability to identify key trends shaping the industry.
Knowledge of major customer segments, common products and product types.
Possess a flexible & detail-oriented attitude. 
Knowledge of key terminology, latest trends, key industry metrics for Middle East region
Excellent communication skills and excellent interpersonal skills
Knowledge of database tools – OneSource, Factiva, Hoovers, and Thomson Research etc. 
Ability to analyze and synthesize the available data and bring out value-added insights to the clients 
Ability to ensure that tasks within areas of responsibility are completed in a timely manner
Ability to identify and solve issues effectively on time and create insightful output based on research findings
Education and experience
Bachelors/ Masters Degree  from a reputed institute with 3 to 8 years of research experience.",https://wuzzuf.net/jobs/p/6SeZS8xOqAa7-Sr-Research-Analyst-Secondary-Research-Experience-Is-A-MUST--Switzerland-Based-Multinational-Evalueserve-Cairo-Egypt?o=58&l=sp&t=sj&a=Data Analyst|search-v3|navbg
IT Analyst - GOCOZMO Subsidiary of Airarabia,5 To 6 Years,"Mohandessin, Giza, Egypt",2 months ago,"Confidential, Medical Life Insurance Social Insurance",Air Arabia,Full Time,"Drives the technical support team to carry out customer support properly and promptly, monitors servers and systems, takes ownership of reported issues, responds to enquiries, provides information and feedback ensuring problems are being recorded and tracked throughout the entire process.
Maintains positive customer/working relationships with stakeholders, business users, suppliers, vendors and other technical teams to ensure improvements in the products and services provided to ISA clients and to resolve any issues related to maintenance.
Provides technical/non-technical support to clients, conducts analysis, diagnosis and troubleshoots systems, network, hardware/software faults and bugs to resolve problems considering system capacity, limitations, etc.; applies metrics to monitor performance and measure key project criteria.
Identifies resolutions to technical problems, carries out bug fixes for minor issues and applying patches channels unresolved issues in the right direction as necessary; responds within agreed time limits to call-outs.
Assists with the development and implementation of processes and service level agreements of incidents management and service request management.
Assists technical experts in planning, evaluating, testing, and implementing new technology such as systems and platforms. Participates in different projects as required.
Contributes to the creation of support knowledge base by developing and communicating IT support manuals, technical notes and articles to clients in line with SLAs.
Utilizes different communication channels to support or guide end users on the different enquiries and problems raised, these channels include: personal visits, telephone calls, e-mails, web, chat etc.
Ensures proper recording and closure of all claims; generates timely reports of different nature to capture support services activities.
Installs, configures, monitors and maintains computer hardware operating systems, applications and networks, replaces parts and upgrades existing ones when and as needed in line with agreed SLAs.
Supports the roll-out of new applications (where applicable); sets up new users' accounts, profiles and passwords. Supports the clients during CR implementation (UAT and Training).
Assists in establishing and maintaining a complete and accurate record of all IT assets within ISA. Establishes and maintains security, integrity, and business continuity controls and documents.
Responds positively to operational needs by being on-call available for critical systems 24x7 support.
Performs any other additional duties as directed by the line manager.","5-6 years in IT Infrastructure support, service desk, 24x7 critical operations preferably in aviation.
This job requires occasional duty travel for training and implementation purposes.
Proven record in implementing and monitoring infrastructure projects.
Proven skills in carrying out bug fixes for minor issues and applying patches (Java, J2ee, Oracle database, Spring, Hibernate, Struts 2, Jquery, javascript, Jboss & tomcat as application servers, unit testing, etc).
Holistic IT Knowledge in heterogeneous technology environments - experience with different types of end-to-end technology stacks.
Experienced in managing operations and technology platforms – both internally and externally hosted.
Proven skills in analyzing data, identifying pitfalls and recommending solutions.
Possesses effective persuasive, negotiation, problem solving and decision-making skills.
Employs technical expertise and interpersonal skills to execute new initiatives and achieve company’s objectives.
Demonstrates the ability to contribute and successfully deliver against business strategy and set KPIs.",https://wuzzuf.net/jobs/p/yJbnHHzfbgkt-IT-Analyst---GOCOZMO-Subsidiary-of-Airarabia-Air-Arabia-Giza-Egypt?o=59&l=sp&t=sj&a=Data Analyst|search-v3|navbg
